,Unnamed: 0,Type of Dwelling,General Zoning Classification,Linear feet of street connected to the property,Lot size in square feet,Type Of Road Access To Property,Type Of Alley Access To Property,General Shape of Property,Flatness Of The Property,Type Of Utilities Available,plot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on the house,Masonry veneer type,Masonry veneer area in square feet,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,: Type 2 finished square feet ,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1051,1051,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,103,11175,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,7,5,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,GasA,Ex,Y,SBrkr,1316,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2,440,TA,TA,Y,0,20,0,0,0,0,No,No,No,0,Oct,2007,New,Partial,200141
1052,1052,2-STORY 1946 & NEWER,Residential Low-Density,100,9500,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Artery&Norm,Normal,6,6,1964,1978,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Common,272,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,374,816,GasA,TA,Y,SBrkr,1127,850,1977,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,1964.0,RFn,2,540,TA,TA,Y,0,52,0,0,0,0,No,GdPrv,No,0,Jun,2007,WD,Normal,165000
1053,1053,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,68,8562,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Edwards,Normal,Normal,5,6,1957,2002,Hip,Standard (Composite) Shingle,Hard Board,Stone,145,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,0,833,1216,GasA,Ex,Y,FuseA,1526,0,1526,0,0,1,0,4,1,TA,7,Min2,1,Gd,Basment,1957.0,Unf,1,364,TA,TA,Y,116,78,0,0,0,0,No,No,No,0,May,2010,WD,Normal,144500
1054,1054,2-STORY 1946 & NEWER,Residential Low-Density,90,11367,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,8,5,2002,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,GasA,Ex,Y,SBrkr,1091,898,1989,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2,586,TA,TA,Y,199,60,0,0,0,0,No,No,No,0,Nov,2006,WD,Normal,255000
1055,1055,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,104,11361,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,6,5,1976,1976,Gable,Standard (Composite) Shingle,Plywood,Brick Face,160,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,Y,SBrkr,1523,0,1523,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Fin,2,478,TA,TA,Y,0,0,0,0,189,0,No,MnPrv,No,0,May,2008,COD,Abnorml,180000
1056,1056,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,43,7052,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,7,5,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,240,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,GasA,Ex,Y,SBrkr,1364,0,1364,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,No,No,No,0,Jun,2006,WD,Normal,185850
1057,1057,2-STORY 1946 & NEWER,Residential Low-Density,0,29959,Paved,No Alley Access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of the property,Gentle slope,Northridge,Normal,Normal,7,6,1994,1994,Gable,Standard (Composite) Shingle,Hard Board,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,Y,SBrkr,979,871,1850,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1994.0,Fin,2,467,TA,TA,Y,168,98,0,0,0,0,No,No,No,0,Jan,2009,WD,Normal,248000
1058,1058,2-STORY 1946 & NEWER,Residential Low-Density,96,11308,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,9,5,2008,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,154,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,Y,SBrkr,1130,1054,2184,1,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,No,No,No,0,Jul,2009,WD,Normal,335000
1059,1059,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,0,11275,Paved,No Alley Access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Corner lot,Moderate Slope,Crawford,Normal,Normal,6,7,1932,1950,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,480,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,1096,895,1991,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,2,432,TA,Fa,Y,0,0,19,0,0,0,No,No,No,0,Mar,2007,WD,Normal,220000
1060,1060,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,41,4920,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Stone Brook,Normal,Normal,8,5,2001,2001,Gable,Standard (Composite) Shingle,Cement Board,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,Y,SBrkr,1338,0,1338,1,0,2,0,2,1,Gd,6,Typ,0,No,Attchd,2001.0,Fin,2,582,TA,TA,Y,0,0,170,0,0,0,No,No,No,0,Apr,2010,WD,Normal,213500
1061,1061,1-STORY 1945 & OLDER,C (all),120,18000,Gravel,No Alley Access,Regular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,3,4,1935,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,894,0,894,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1994.0,RFn,3,1248,TA,TA,Y,0,20,0,0,0,0,No,No,Shed,560,Aug,2008,ConLD,Normal,81000
1062,1062,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,85,13600,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,5,5,1900,1950,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,TA,N,SBrkr,1422,915,2337,0,0,2,0,5,2,TA,10,Min2,0,No,Detchd,1945.0,Unf,2,560,TA,TA,Y,0,57,0,0,0,0,No,No,No,0,Sep,2007,WD,Normal,90000
1063,1063,1-STORY 1945 & OLDER,Residential Medium Density,50,6000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Artery&Norm,Normal,6,6,1925,1980,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,0,706,1103,GasA,Gd,Y,SBrkr,1103,0,1103,0,0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,2,440,TA,TA,Y,166,120,0,0,0,0,No,MnPrv,No,0,Jul,2006,WD,Normal,110500
1064,1064,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,11000,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,NAmes,Normal,Normal,5,6,1966,1966,Gable,Standard (Composite) Shingle,Plywood,Brick Face,200,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,184,1154,GasA,Ex,Y,SBrkr,1154,0,1154,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966.0,RFn,2,480,TA,TA,Y,0,58,0,0,0,0,No,MnPrv,No,0,Nov,2009,WD,Normal,154000
1065,1065,2-STORY 1946 & NEWER,Residential Low-Density,80,14000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Clear Creek,Normal,Normal,7,5,1996,1997,Gable,Standard (Composite) Shingle,Wood Siding,None,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,GasA,Ex,Y,SBrkr,1306,954,2260,1,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1996.0,RFn,2,533,TA,TA,Y,296,44,0,0,0,0,No,No,No,0,Apr,2010,WD,Normal,328000
1066,1066,2-STORY 1946 & NEWER,Residential Low-Density,59,7837,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,6,7,1993,1994,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,Y,SBrkr,799,772,1571,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2,380,TA,TA,Y,0,40,0,0,0,0,No,No,No,0,May,2009,WD,Normal,178000
1067,1067,2-STORY 1946 & NEWER,Residential Low-Density,80,9760,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,NAmes,Normal,Normal,6,6,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,360,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,Y,SBrkr,798,813,1611,1,0,1,1,4,1,TA,7,Typ,0,No,Attchd,1964.0,RFn,2,442,TA,TA,Y,328,128,0,0,189,0,No,No,No,0,Jun,2008,WD,Normal,167900
1068,1068,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,42,3964,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,6,4,1973,1973,Gable,Standard (Composite) Shingle,Cement Board,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1291,1230,2521,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,No,GdPrv,No,0,Jun,2006,WD,Normal,151400
1069,1069,1-1/2 STORY - UNFINISHED ALL AGES,Residential Low-Density,60,9600,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,7,1949,2003,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,893,0,893,0,1,1,0,2,1,Gd,4,Typ,0,No,Detchd,1985.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,May,2007,WD,Normal,135000
1070,1070,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,72,10152,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,5,1956,1956,Hip,Standard (Composite) Shingle,Metal Siding,Brick Face,120,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,1048,0,1048,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1956.0,Unf,1,286,TA,TA,Y,0,20,0,0,192,0,No,No,No,0,Jun,2007,WD,Normal,135000
1071,1071,2-STORY 1946 & NEWER,Residential Low-Density,78,11700,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,RRAn&Norm,Normal,6,6,1968,1968,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,Y,SBrkr,829,727,1556,0,0,1,1,4,1,TA,8,Typ,0,No,Attchd,1968.0,Unf,2,441,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,May,2009,WD,Normal,154000
1072,1072,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,50,7585,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Artery&Norm,Normal,5,3,1948,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,Y,FuseA,1002,454,1456,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954.0,Unf,1,280,TA,TA,P,0,0,0,0,0,0,No,No,No,0,Aug,2006,WD,Normal,91500
1073,1073,2-STORY 1946 & NEWER,Residential Low-Density,75,7950,Paved,No Alley Access,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Normal,Normal,6,6,1977,1977,Hip,Standard (Composite) Shingle,Hard Board,Brick Face,140,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,Y,SBrkr,698,728,1426,0,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1977.0,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,No,MnPrv,No,0,Jul,2009,WD,Normal,159500
1074,1074,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,74,8556,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,GasA,Ex,Y,SBrkr,1240,0,1240,0,0,2,0,2,1,Gd,5,Typ,0,No,Attchd,2006.0,RFn,3,826,TA,TA,Y,140,93,0,0,0,0,No,No,No,0,May,2007,WD,Normal,194000
1075,1075,2-STORY 1945 & OLDER,Residential Low-Density,75,13125,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,7,6,1940,1984,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,Y,SBrkr,960,780,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jul,2007,CWD,Normal,219500
1076,1076,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,60,10800,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,5,8,1936,1989,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,Y,SBrkr,1096,370,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,2,566,TA,TA,Y,436,21,0,0,0,0,No,No,Shed,500,Apr,2006,WD,Normal,170000
1077,1077,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,15870,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,5,5,1969,1969,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,Y,SBrkr,1096,0,1096,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1969.0,Fin,1,299,TA,TA,Y,240,32,0,0,0,0,No,No,No,0,Mar,2006,WD,Abnorml,138800
1078,1078,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,37,4435,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,6,5,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,169,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,140,0,0,0,0,0,No,No,No,0,May,2006,WD,Normal,155900
1079,1079,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,65,8775,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,5,5,1994,1994,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,0,495,990,GasA,Gd,Y,SBrkr,990,0,990,0,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1996.0,Unf,1,299,TA,TA,Y,0,64,0,0,0,0,No,No,No,0,Apr,2007,WD,Normal,126000
1080,1080,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80,11040,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,6,7,1971,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,144,Gd,Gd,CBlock,TA,TA,No,ALQ,656,Unf,0,602,1258,GasA,Ex,Y,SBrkr,1258,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,No,Attchd,1971.0,RFn,2,528,TA,TA,Y,55,0,0,216,0,0,No,No,No,0,Oct,2008,COD,Abnorml,145000
1081,1081,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75,7500,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer,Feedr&Norm,Normal,5,5,1963,1963,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,GasA,Fa,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,TA,5,Typ,0,No,Attchd,1963.0,Fin,1,308,TA,TA,Y,0,0,220,0,0,0,No,MnPrv,No,0,Jun,2010,WD,Normal,133000
1082,1082,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70,8749,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,2002,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,100,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,GasA,Ex,Y,SBrkr,1459,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,527,TA,TA,Y,192,39,0,0,0,0,No,No,No,0,Sep,2007,WD,Normal,192000
1083,1083,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80,8800,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,6,6,1964,1964,Hip,Standard (Composite) Shingle,Hard Board,Brick Face,425,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,Y,SBrkr,1251,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461,TA,TA,Y,0,116,0,0,0,0,No,MnPrv,Shed,700,Mar,2006,WD,Normal,160000
1084,1084,2-STORY 1946 & NEWER,Residential Low-Density,0,13031,Paved,No Alley Access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,6,5,1995,1996,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,GasA,Gd,Y,SBrkr,691,807,1498,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409,TA,TA,Y,315,44,0,0,0,0,No,No,No,0,Jul,2006,WD,Normal,187500
1085,1085,SPLIT FOYER,Residential Low-Density,73,9069,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,6,6,1992,1992,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,GasA,Ex,Y,SBrkr,996,0,996,1,0,1,0,2,1,Gd,5,Typ,0,No,Attchd,1992.0,Unf,2,564,TA,TA,Y,120,0,0,0,0,0,No,No,No,0,Apr,2010,WD,Normal,147000
1086,1086,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,0,1974,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,4,5,1973,1973,Gable,Standard (Composite) Shingle,Cement Board,None,0,TA,TA,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,Y,SBrkr,546,546,1092,0,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1973.0,RFn,1,286,TA,TA,Y,120,96,0,0,0,0,No,No,No,0,May,2010,WD,Normal,83500
1087,1087,2-STORY 1946 & NEWER,Floating Village Residential,85,10574,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,8,5,2005,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,Y,SBrkr,1082,871,1953,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,1043,TA,TA,Y,160,50,0,0,0,0,No,No,No,0,May,2009,WD,Normal,252000
1088,1088,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,24,2522,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,7,5,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,1709,0,0,2,0,3,1,Gd,7,Maj1,0,No,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,No,No,No,0,Apr,2006,WD,Normal,137500
1089,1089,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Floating Village Residential,37,3316,Paved,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,8,5,2005,2005,Gable,Standard (Composite) Shingle,Metal Siding,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,Y,SBrkr,1247,0,1247,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,550,TA,TA,Y,0,84,0,0,0,0,No,No,No,0,Apr,2006,WD,Normal,197000
1090,1090,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,60,8544,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,3,4,1950,1950,Gable,Standard (Composite) Shingle,Brick Face,None,0,TA,TA,Slab,No,No,No,No,0,No,0,0,0,Wall,Fa,N,FuseA,1040,0,1040,0,0,2,0,2,2,TA,6,Typ,0,No,Detchd,1987.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jun,2009,WD,Normal,92900
1091,1091,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Floating Village Residential,24,2160,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,7,5,1999,2000,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,212,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,Y,SBrkr,624,628,1252,1,0,2,1,2,1,Gd,4,Typ,0,No,Detchd,1999.0,Unf,2,462,TA,TA,Y,0,48,0,0,0,0,No,No,No,0,Mar,2008,WD,Normal,160000
1092,1092,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,60,8400,Paved,No Alley Access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,6,5,1925,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,GasA,Fa,Y,SBrkr,1390,304,1694,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,576,TA,TA,Y,342,0,128,0,0,0,No,No,No,0,Jun,2008,WD,Normal,136500
1093,1093,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,71,9230,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Feedr&Norm,Normal,5,8,1965,1998,Hip,Standard (Composite) Shingle,Metal Siding,Brick Face,166,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,GasA,Gd,Y,SBrkr,1200,0,1200,1,0,1,1,1,1,Gd,6,Typ,0,No,Detchd,1977.0,Unf,2,884,TA,TA,Y,0,64,0,0,0,0,No,MnPrv,No,0,Oct,2006,WD,Normal,146000
